<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SGN,20161118,141.96,141.96,131.80,131.80,2470,145.40,145.40,135.00,135.00,200000,200000,800
SGN,20161117,120.57,136.19,120.57,129.85,4930,123.50,139.50,123.50,133.00,0,0,300
SGN,20161116,120.29,120.29,120.29,120.28,100,123.20,123.20,123.20,123.20,490000,0,0
SGN,20161115,120.09,123.02,120.09,121.36,5150,123.00,126.00,123.00,124.30,200000,500,200
SGN,20161114,120.09,120.09,120.09,120.09,200,123.00,123.00,123.00,123.00,40,200,0
SGN,20161111,115.20,120.08,115.20,117.65,6970,118.00,123.00,118.00,120.50,750080,900,0
SGN,20161110,114.33,116.67,114.23,115.30,1080,117.10,119.50,117.00,118.10,400000,600,0
SGN,20161109,112.28,117.26,112.28,117.26,2300,115.00,120.10,115.00,120.10,0,2100,0
SGN,20161107,108.08,122.04,107.89,122.04,116060,110.70,125.00,110.50,125.00,0,111200,0
SGN,20161104,104.47,109.35,104.47,109.35,1185290,107.00,112.00,107.00,112.00,0,20400,0
SGN,20161103,100.07,103.49,100.07,103.49,50800,102.50,106.00,102.50,106.00,0,50800,0
SGN,20161102,98.61,102.52,98.61,100.56,5401,101.00,105.00,101.00,103.00,0,0,0
SGN,20161031,98.61,98.61,98.61,98.61,700,101.00,101.00,101.00,101.00,0,200,0
SGN,20161028,98.71,98.71,98.61,98.61,1800,101.10,101.10,101.00,101.00,0,1000,0
SGN,20161027,97.63,99.59,97.63,98.61,1000,100.00,102.00,100.00,101.00,0,0,0
SGN,20161026,98.61,101.54,98.61,101.54,3400,101.00,104.00,101.00,104.00,0,300,0
SGN,20161024,97.63,97.73,97.63,97.63,12370,100.00,100.10,100.00,100.00,0,0,0
SGN,20161021,96.66,97.63,96.66,97.63,1600,99.00,100.00,99.00,100.00,0,100,0
SGN,20161020,99.59,99.59,98.61,98.61,300,102.00,102.00,101.00,101.00,0,0,0
SGN,20161019,97.63,102.41,97.63,102.42,22420,100.00,104.90,100.00,104.90,0,17380,0
SGN,20161018,97.63,97.92,97.63,97.63,8800,100.00,100.30,100.00,100.00,0,0,0
SGN,20161017,97.63,97.63,97.44,97.63,4500,100.00,100.00,99.80,100.00,0,500,0
SGN,20161013,98.61,98.61,97.63,97.63,2500,101.00,101.00,100.00,100.00,0,200,0
SGN,20161012,97.63,97.63,97.63,97.63,200,100.00,100.00,100.00,100.00,0,0,0
SGN,20161011,97.64,97.64,97.64,97.63,200,100.00,100.00,100.00,100.00,0,0,0
SGN,20161010,97.63,107.39,97.63,107.40,20000,100.00,110.00,100.00,110.00,0,20000,0
SGN,20161006,97.63,97.63,97.53,97.63,1310,100.00,100.00,99.90,100.00,0,0,0
SGN,20161005,97.63,97.63,97.63,97.63,5000,100.00,100.00,100.00,100.00,0,0,0
SGN,20161004,98.61,98.61,97.63,98.61,10000,101.00,101.00,100.00,101.00,0,0,100
SGN,20161003,97.63,97.63,97.63,97.63,20000,100.00,100.00,100.00,100.00,20000,20000,0
SGN,20160930,97.63,97.63,97.63,97.63,10000,100.00,100.00,100.00,100.00,0,0,0
SGN,20160929,94.21,100.27,94.21,100.27,200,96.50,102.70,96.50,102.70,0,100,0
SGN,20160928,93.73,100.56,93.73,100.56,4600,96.00,103.00,96.00,103.00,0,200,0
SGN,20160927,92.75,100.66,92.75,100.56,12700,95.00,103.10,95.00,103.00,0,0,0
SGN,20160926,100.56,100.66,95.78,95.78,4100,103.00,103.10,98.10,98.10,0,0,0
SGN,20160923,100.56,100.66,100.56,100.66,18000,103.00,103.10,103.00,103.10,0,0,0
SGN,20160922,100.56,101.05,100.56,101.05,2810,103.00,103.50,103.00,103.50,0,300,0
SGN,20160921,102.51,102.51,100.56,100.66,2500,105.00,105.00,103.00,103.10,0,0,0
SGN,20160920,100.66,100.66,100.56,100.56,9500,103.10,103.10,103.00,103.00,0,500,0
SGN,20160919,100.56,100.56,100.56,100.56,1000,103.00,103.00,103.00,103.00,0,0,0
SGN,20160916,100.66,101.54,100.56,100.66,3200,103.10,104.00,103.00,103.10,0,0,0
SGN,20160915,100.56,100.56,99.58,100.56,6300,103.00,103.00,102.00,103.00,0,0,0
SGN,20160914,100.56,101.83,100.56,101.83,4200,103.00,104.30,103.00,104.30,0,1200,0
SGN,20160913,97.73,100.57,97.73,100.56,2200,100.10,103.00,100.10,103.00,0,400,0
SGN,20160912,97.64,99.59,97.64,99.59,900,100.00,102.00,100.00,102.00,0,600,0
SGN,20160909,98.61,100.56,98.61,99.59,3400,101.00,103.00,101.00,102.00,0,0,0
SGN,20160908,97.64,100.57,97.64,100.56,3980,100.00,103.00,100.00,103.00,0,2000,0
SGN,20160907,99.59,99.59,99.00,99.59,4000,102.00,102.00,101.40,102.00,0,0,0
SGN,20160906,99.59,99.59,99.20,99.59,4200,102.00,102.00,101.60,102.00,0,0,0
SGN,20160905,102.41,102.41,98.61,99.59,900,104.90,104.90,101.00,102.00,80,0,0
SGN,20160831,97.73,101.54,97.73,101.54,700,100.10,104.00,100.10,104.00,0,0,0
SGN,20160830,97.63,100.56,97.63,99.10,7000,100.00,103.00,100.00,101.50,0,0,0
SGN,20160829,91.29,95.69,91.29,95.68,6400,93.50,98.00,93.50,98.00,0,100,0
SGN,20160826,113.26,113.26,90.90,93.83,1200,116.00,116.00,93.10,96.10,0,0,0
SGN,20160824,92.75,102.41,92.75,102.42,36300,95.00,104.90,95.00,104.90,0,27900,0
SGN,20160823,88.84,89.33,88.84,89.33,960,91.00,91.50,91.00,91.50,0,900,0
SGN,20160822,88.65,89.82,88.65,89.82,520,90.80,92.00,90.80,92.00,0,0,0
SGN,20160819,89.82,89.82,89.82,89.82,800,92.00,92.00,92.00,92.00,0,0,0
SGN,20160818,89.33,90.79,89.33,90.80,3800,91.50,93.00,91.50,93.00,0,0,0
SGN,20160817,89.34,89.83,88.95,88.94,400,91.50,92.00,91.10,91.10,60,0,0
SGN,20160816,88.35,88.84,88.35,88.85,1900,90.50,91.00,90.50,91.00,0,1500,0
SGN,20160815,87.87,89.34,87.87,89.33,1500,90.00,91.50,90.00,91.50,0,100,0
SGN,20160812,88.65,88.84,88.65,88.85,1300,90.80,91.00,90.80,91.00,0,1300,0
SGN,20160811,88.85,89.83,88.66,89.82,530,91.00,92.00,90.80,92.00,0,0,0
SGN,20160810,88.55,88.65,88.45,88.46,2300,90.70,90.80,90.60,90.60,0,500,0
SGN,20160809,88.35,89.33,87.96,89.33,2640,90.50,91.50,90.10,91.50,0,800,0
SGN,20160805,88.84,88.84,88.16,88.85,3460,91.00,91.00,90.30,91.00,60,2200,0
SGN,20160804,87.87,89.24,87.87,89.04,2500,90.00,91.40,90.00,91.20,0,500,0
SGN,20160803,87.96,92.75,87.96,92.75,8000,90.10,95.00,90.10,95.00,0,7800,0
SGN,20160802,88.94,88.94,88.84,88.94,1100,91.10,91.10,91.00,91.10,0,400,0
SGN,20160801,89.92,89.92,89.82,89.82,1300,92.10,92.10,92.00,92.00,0,500,0
SGN,20160729,89.82,90.31,87.87,90.02,2100,92.00,92.50,90.00,92.20,0,800,0
SGN,20160728,92.75,92.75,90.80,92.26,800,95.00,95.00,93.00,94.50,0,800,0
SGN,20160726,97.63,97.63,92.75,92.75,300,100.00,100.00,95.00,95.00,0,0,0
SGN,20160725,92.26,92.75,92.26,92.75,700,94.50,95.00,94.50,95.00,0,400,0
SGN,20160721,98.61,98.61,98.61,98.61,100,101.00,101.00,101.00,101.00,0,0,0
SGN,20160719,91.78,91.78,91.78,91.78,200,94.00,94.00,94.00,94.00,0,200,0
SGN,20160718,91.78,91.78,91.78,91.78,1600,94.00,94.00,94.00,94.00,0,1600,0
SGN,20160715,89.82,93.73,89.82,93.73,800,92.00,96.00,92.00,96.00,0,500,0
SGN,20160714,89.83,92.76,89.83,92.75,900,92.00,95.00,92.00,95.00,0,500,0
SGN,20160712,90.80,92.75,90.80,92.75,2700,93.00,95.00,93.00,95.00,0,2700,0
SGN,20160711,89.33,89.82,89.33,89.82,1300,91.50,92.00,91.50,92.00,0,1300,0
SGN,20160706,88.36,89.82,88.36,89.82,1500,90.50,92.00,90.50,92.00,0,1100,0
SGN,20160705,88.45,88.45,88.35,88.36,1200,90.60,90.60,90.50,90.50,0,700,0
SGN,20160704,86.89,86.89,86.89,86.89,100,89.00,89.00,89.00,89.00,0,0,0
SGN,20160701,87.86,88.06,87.86,87.87,2000,90.00,90.20,90.00,90.00,0,1900,0
SGN,20160629,88.06,88.06,88.06,88.06,100,90.20,90.20,90.20,90.20,0,100,0
SGN,20160628,87.87,88.07,87.87,88.06,600,90.00,90.20,90.00,90.20,0,500,0
SGN,20160624,84.94,84.94,73.42,73.42,2400,87.00,87.00,75.20,75.20,0,0,0
SGN,20160623,86.90,86.90,85.92,85.92,300,89.00,89.00,88.00,88.00,0,0,0
SGN,20160622,88.85,88.85,88.85,88.85,300,91.00,91.00,91.00,91.00,0,0,0
SGN,20160621,88.26,88.26,88.26,88.26,30,90.40,90.40,90.40,90.40,0,0,0
SGN,20160620,87.87,88.85,87.87,88.85,2400,90.00,91.00,90.00,91.00,0,2400,0
SGN,20160617,88.85,88.85,87.87,87.87,300,91.00,91.00,90.00,90.00,0,100,0
SGN,20160616,87.87,88.85,87.87,88.85,1900,90.00,91.00,90.00,91.00,0,0,0
SGN,20160615,87.87,87.87,87.87,87.87,100,90.00,90.00,90.00,90.00,0,0,0
SGN,20160614,84.03,84.03,83.93,84.06,4630,86.10,86.10,86.00,86.10,0,0,0
SGN,20160613,71.83,71.83,69.14,71.83,500,107.00,107.00,103.00,107.00,600,100,0
SGN,20160609,73.84,73.84,73.84,73.84,100,110.00,110.00,110.00,110.00,0,0,0
SGN,20160608,69.14,69.81,69.14,69.81,1200,103.00,104.00,103.00,104.00,0,0,0
SGN,20160607,67.80,69.81,67.80,69.81,2100,101.00,104.00,101.00,104.00,0,200,0
SGN,20160606,73.84,73.84,64.91,73.84,450,110.00,110.00,96.70,110.00,0,0,0
SGN,20160603,61.42,68.47,61.42,68.47,5500,91.50,102.00,91.50,102.00,0,2300,0
SGN,20160602,61.42,61.42,61.42,61.42,103,91.50,91.50,91.50,91.50,0,0,0
SGN,20160601,61.76,61.76,61.76,61.76,600,92.00,92.00,92.00,92.00,0,0,0
SGN,20160530,62.56,62.56,60.41,60.42,600,93.20,93.20,90.00,90.00,0,600,0
SGN,20160527,60.48,63.77,60.48,63.77,1600,90.10,95.00,90.10,95.00,0,1000,0
SGN,20160526,59.74,61.76,59.74,61.76,1500,89.00,92.00,89.00,92.00,0,1000,0
SGN,20160525,63.78,63.78,63.78,63.77,1600,95.00,95.00,95.00,95.00,0,1600,0
SGN,20160523,64.45,65.79,63.78,65.79,2700,96.00,98.00,95.00,98.00,0,2700,0
SGN,20160520,61.09,62.43,61.09,61.83,1500,91.00,93.00,91.00,92.10,0,500,0
SGN,20160519,58.41,58.41,57.74,57.73,200,87.00,87.00,86.00,86.00,0,100,0
SGN,20160517,55.05,59.75,55.05,59.75,200,82.00,89.00,82.00,89.00,0,200,0
SGN,20160516,59.74,59.74,59.74,59.75,100,89.00,89.00,89.00,89.00,0,100,0
SGN,20160513,57.73,57.73,57.73,57.73,100,86.00,86.00,86.00,86.00,0,0,0
SGN,20160510,56.99,58.13,56.99,57.06,900,84.90,86.60,84.90,85.00,0,100,200
SGN,20160506,57.06,57.06,56.93,56.93,500,85.00,85.00,84.80,84.80,0,0,0
SGN,20160504,57.19,57.86,57.19,57.87,400,85.20,86.20,85.20,86.20,0,0,0
SGN,20160429,56.39,61.43,56.39,61.42,700,84.00,91.50,84.00,91.50,0,600,0
SGN,20160428,56.05,56.05,55.92,55.99,1000,83.50,83.50,83.30,83.40,0,400,0
SGN,20160427,56.39,56.39,56.39,56.39,300,84.00,84.00,84.00,84.00,0,200,0
SGN,20160426,56.73,61.76,56.39,57.06,3800,84.50,92.00,84.00,85.00,0,3800,0
SGN,20160422,55.05,55.72,54.71,54.71,800,82.00,83.00,81.50,81.50,0,0,0
SGN,20160421,54.04,57.06,54.04,57.06,1000,80.50,85.00,80.50,85.00,0,0,0
SGN,20160420,54.10,54.10,54.04,54.04,800,80.60,80.60,80.50,80.50,0,0,0
SGN,20160419,55.86,55.86,55.86,55.85,1000,83.20,83.20,83.20,83.20,0,0,0
SGN,20160415,57.73,57.73,57.33,57.40,2400,86.00,86.00,85.40,85.50,0,0,0
SGN,20160414,58.40,58.40,56.39,56.39,1600,87.00,87.00,84.00,84.00,0,0,0
SGN,20160413,62.63,62.63,62.43,62.43,200,93.30,93.30,93.00,93.00,0,0,0
SGN,20160412,63.77,63.77,62.43,62.43,1200,95.00,95.00,93.00,93.00,2400,0,0
SGN,20160411,64.45,64.45,63.11,63.10,1700,96.00,96.00,94.00,94.00,0,0,0
SGN,20160408,60.42,61.09,60.08,60.42,2700,90.00,91.00,89.50,90.00,0,0,0
SGN,20160407,60.42,60.82,60.42,60.42,800,90.00,90.60,90.00,90.00,0,0,0
SGN,20160406,61.76,61.76,61.76,61.76,200,92.00,92.00,92.00,92.00,0,0,0
SGN,20160405,56.39,64.45,56.39,62.43,3700,84.00,96.00,84.00,93.00,0,0,0
SGN,20160404,56.18,56.85,56.18,56.86,700,83.70,84.70,83.70,84.70,0,0,0
SGN,20160401,52.36,58.33,52.36,53.70,3709,78.00,86.90,78.00,80.00,0,0,0
SGN,20160331,50.48,52.36,47.66,47.66,5200,75.20,78.00,71.00,71.00,0,0,0
SGN,20160330,55.18,55.38,46.32,46.32,5500,82.20,82.50,69.00,69.00,0,0,0
SGN,20160329,50.35,57.67,50.35,51.69,3650,75.00,85.90,75.00,77.00,0,0,0
SGN,20160328,48.67,51.02,48.67,50.35,700,72.50,76.00,72.50,75.00,0,0,0
SGN,20160325,48.67,49.68,48.67,49.68,3800,72.50,74.00,72.50,74.00,0,0,0
SGN,20160323,46.99,46.99,46.99,46.99,800,70.00,70.00,70.00,70.00,0,0,0
SGN,20160322,45.65,48.27,45.65,48.27,3600,68.00,71.90,68.00,71.90,0,500,0
SGN,20160318,46.32,46.32,45.65,45.65,300,69.00,69.00,68.00,68.00,0,0,0
SGN,20160316,46.32,46.32,45.65,45.65,800,69.00,69.00,68.00,68.00,0,0,0
SGN,20160315,46.32,46.32,46.32,46.32,200,69.00,69.00,69.00,69.00,0,0,0
SGN,20160314,46.32,46.99,46.32,46.32,2007,69.00,70.00,69.00,69.00,0,0,0
SGN,20160311,46.18,46.99,41.62,41.62,400,68.80,70.00,62.00,62.00,0,0,0
SGN,20160309,46.99,46.99,46.99,46.99,187,70.00,70.00,70.00,70.00,0,0,0
SGN,20160308,46.65,46.65,46.65,46.65,200,69.50,69.50,69.50,69.50,0,0,0
SGN,20160307,41.95,46.99,41.95,46.99,200,62.50,70.00,62.50,70.00,0,0,0
SGN,20160304,45.64,46.65,45.64,46.65,1400,68.00,69.50,68.00,69.50,0,0,0
SGN,20160302,49.00,49.00,49.00,49.00,100,73.00,73.00,73.00,73.00,0,0,0
SGN,20160301,45.64,46.99,45.64,46.99,200,68.00,70.00,68.00,70.00,0,0,0
SGN,20160229,43.64,43.64,43.64,43.63,400,65.00,65.00,65.00,65.00,0,0,0
SGN,20160224,39.94,41.28,39.94,40.95,1100,59.50,61.50,59.50,61.00,0,0,0
SGN,20160223,46.99,46.99,46.99,46.99,2000,70.00,70.00,70.00,70.00,0,0,0
SGN,20160222,46.99,46.99,46.99,46.99,2600,70.00,70.00,70.00,70.00,0,0,0
SGN,20160219,46.99,46.99,46.99,46.99,100,70.00,70.00,70.00,70.00,0,0,0
SGN,20160218,47.66,47.66,45.65,45.65,1000,71.00,71.00,68.00,68.00,0,0,0
SGN,20160216,47.66,47.66,47.66,47.66,2000,71.00,71.00,71.00,71.00,0,0,0
SGN,20160204,46.99,46.99,46.99,46.99,100,70.00,70.00,70.00,70.00,0,0,0
SGN,20160202,46.99,46.99,46.99,46.99,200,70.00,70.00,70.00,70.00,0,0,0
SGN,20160201,48.33,48.33,48.33,48.33,1100,72.00,72.00,72.00,72.00,0,0,0
SGN,20160129,48.34,48.34,47.66,47.66,300,72.00,72.00,71.00,71.00,0,0,0
SGN,20160125,50.35,50.35,50.35,50.35,100,75.00,75.00,75.00,75.00,0,100,0
SGN,20160121,50.35,50.35,50.35,50.35,200,75.00,75.00,75.00,75.00,0,200,0
SGN,20160120,50.35,50.35,50.35,50.35,400,75.00,75.00,75.00,75.00,0,400,0
SGN,20160118,50.35,50.35,50.35,50.35,100,75.00,75.00,75.00,75.00,0,100,0
SGN,20160115,50.35,50.35,50.35,50.35,300,75.00,75.00,75.00,75.00,0,300,0
SGN,20160113,50.35,50.35,50.35,50.35,300,75.00,75.00,75.00,75.00,0,0,0
SGN,20160112,50.35,52.70,50.35,52.36,2000,75.00,78.50,75.00,78.00,0,1200,0
SGN,20160111,53.04,53.04,51.02,51.02,600,79.00,79.00,76.00,76.00,0,300,0
SGN,20160108,50.68,50.68,50.35,50.35,1600,75.50,75.50,75.00,75.00,0,0,0
SGN,20160107,52.69,52.69,50.34,52.63,3500,78.50,78.50,75.00,78.40,0,0,0
SGN,20160106,53.03,53.03,53.03,53.03,800,79.00,79.00,79.00,79.00,0,0,0
SGN,20160104,52.36,54.37,52.36,54.37,1900,78.00,81.00,78.00,81.00,0,0,0
SGN,20151231,54.04,54.04,52.36,52.36,1400,80.50,80.50,78.00,78.00,0,0,0
SGN,20151230,53.03,53.37,53.03,53.37,2100,79.00,79.50,79.00,79.50,0,0,0
SGN,20151229,52.36,52.36,52.36,52.36,700,78.00,78.00,78.00,78.00,0,0,0
SGN,20151228,48.33,52.36,48.33,52.36,3800,72.00,78.00,72.00,78.00,0,3600,0
SGN,20151225,49.00,50.34,49.00,49.00,2200,73.00,75.00,73.00,73.00,0,2000,0
SGN,20151224,48.34,49.01,48.34,49.00,4200,72.00,73.00,72.00,73.00,0,3700,0
SGN,20151223,48.33,48.33,47.32,47.33,600,72.00,72.00,70.50,70.50,0,0,0
SGN,20151222,48.34,49.01,48.34,49.00,2700,72.00,73.00,72.00,73.00,0,0,0
SGN,20151221,47.66,47.66,47.53,47.53,600,71.00,71.00,70.80,70.80,1700,0,0
SGN,20151218,50.35,50.35,50.35,50.35,3900,75.00,75.00,75.00,75.00,0,0,0
SGN,20151216,46.99,46.99,46.99,46.99,3000,70.00,70.00,70.00,70.00,0,0,0
SGN,20151215,46.99,46.99,46.99,46.99,2800,70.00,70.00,70.00,70.00,0,0,0
SGN,20151214,46.99,46.99,46.99,46.99,400,70.00,70.00,70.00,70.00,0,0,0
SGN,20151211,47.06,47.06,46.99,46.99,2900,70.10,70.10,70.00,70.00,0,0,0
SGN,20151210,46.99,46.99,46.99,46.99,11300,70.00,70.00,70.00,70.00,0,0,0
