<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
TBD,20170531,28.60,28.60,28.60,28.60,25,53.30,53.30,53.30,53.30,26273,0,0
TBD,20170523,27.90,28.98,27.90,28.97,400,52.00,54.00,52.00,54.00,0,0,0
TBD,20170519,22.53,27.63,22.53,27.63,1400,42.00,51.50,42.00,51.50,0,0,0
TBD,20170515,26.29,26.29,26.29,26.29,5,49.00,49.00,49.00,49.00,0,0,0
TBD,20170510,26.29,26.29,26.29,26.29,100,49.00,49.00,49.00,49.00,17007,0,0
TBD,20170505,26.29,26.29,26.29,26.29,900,49.00,49.00,49.00,49.00,0,0,0
TBD,20170504,25.75,27.36,25.75,27.36,1700,48.00,51.00,48.00,51.00,0,0,0
TBD,20170419,26.82,26.82,26.82,26.82,1000,50.00,50.00,50.00,50.00,3891,0,0
TBD,20170414,25.37,25.37,24.41,24.41,4000,47.30,47.30,45.50,45.50,6261,0,0
TBD,20170413,25.21,25.75,25.21,25.75,300,47.00,48.00,47.00,48.00,0,0,0
TBD,20170411,25.21,26.55,25.21,26.56,300,47.00,49.50,47.00,49.50,0,0,0
TBD,20170410,23.13,23.13,23.13,23.12,200,43.10,43.10,43.10,43.10,0,0,0
TBD,20170407,24.95,24.95,24.95,24.95,100,46.50,46.50,46.50,46.50,0,0,0
TBD,20170403,26.82,27.90,26.82,27.90,4400,50.00,52.00,50.00,52.00,5200,0,0
TBD,20170331,25.21,25.75,25.21,25.75,200,47.00,48.00,47.00,48.00,0,0,0
TBD,20170330,24.14,26.82,24.14,26.82,1000,45.00,50.00,45.00,50.00,0,0,0
TBD,20170329,27.09,27.09,27.09,27.09,100,50.50,50.50,50.50,50.50,0,0,0
TBD,20170328,28.43,28.43,28.43,28.43,66,53.00,53.00,53.00,53.00,0,0,0
TBD,20170327,28.44,28.44,28.44,28.43,300,53.00,53.00,53.00,53.00,4486,0,0
TBD,20170324,27.47,27.47,27.47,27.47,6671,51.20,51.20,51.20,51.20,1115,0,0
TBD,20170323,29.77,29.77,29.77,29.78,100,55.50,55.50,55.50,55.50,0,0,0
TBD,20170322,30.04,30.04,30.04,30.04,54,56.00,56.00,56.00,56.00,0,0,0
TBD,20170317,30.04,30.04,30.04,30.04,500,56.00,56.00,56.00,56.00,17078,0,0
TBD,20170316,34.07,34.07,32.19,33.58,2300,63.50,63.50,60.00,62.60,0,0,0
TBD,20170315,34.12,34.12,34.12,34.12,18100,63.60,63.60,63.60,63.60,0,0,0
TBD,20170314,28.97,30.04,28.97,30.04,8100,54.00,56.00,54.00,56.00,0,0,0
TBD,20170313,28.97,28.97,28.65,28.81,1200,54.00,54.00,53.40,53.70,0,0,0
TBD,20170310,27.90,28.43,27.90,27.95,2900,52.00,53.00,52.00,52.10,0,0,0
TBD,20170309,27.36,27.36,27.36,27.36,100,51.00,51.00,51.00,51.00,0,0,0
TBD,20170308,25.48,26.82,25.48,26.82,7800,47.50,50.00,47.50,50.00,0,0,0
TBD,20170307,25.21,26.82,25.16,26.82,8800,47.00,50.00,46.90,50.00,0,0,0
TBD,20170306,26.34,26.34,26.34,26.34,1300,49.10,49.10,49.10,49.10,0,0,0
TBD,20170303,26.51,26.51,26.51,26.50,1700,49.40,49.40,49.40,49.40,0,0,0
TBD,20170302,26.56,26.56,26.50,26.56,1200,49.50,49.50,49.40,49.50,3021,0,0
TBD,20170228,24.73,26.55,24.73,26.56,2800,46.10,49.50,46.10,49.50,0,0,0
TBD,20170227,26.02,26.51,26.02,26.50,2800,48.50,49.40,48.50,49.40,0,0,0
TBD,20170224,24.20,24.95,24.20,24.95,5500,45.10,46.50,45.10,46.50,0,0,0
TBD,20170223,24.68,24.95,24.20,24.20,3300,46.00,46.50,45.10,45.10,0,0,0
TBD,20170222,24.95,24.95,24.68,24.68,1000,46.50,46.50,46.00,46.00,0,0,0
TBD,20170214,25.16,25.16,25.16,25.16,100,46.90,46.90,46.90,46.90,0,0,0
TBD,20170202,22.27,22.27,22.27,22.26,100,41.50,41.50,41.50,41.50,0,0,0
TBD,20170123,19.37,19.37,19.37,19.37,100,36.10,36.10,36.10,36.10,5000,0,0
TBD,20170119,22.59,22.59,22.59,22.59,100,42.10,42.10,42.10,42.10,0,0,0
TBD,20170112,25.75,26.29,25.75,26.29,23700,48.00,49.00,48.00,49.00,0,0,0
TBD,20170111,23.07,23.07,23.07,23.07,100,43.00,43.00,43.00,43.00,0,0,0
TBD,20170109,24.68,25.75,24.68,24.68,1500,46.00,48.00,46.00,46.00,24510,0,0
TBD,20170104,23.93,23.93,23.93,23.93,2500,44.60,44.60,44.60,44.60,0,0,0
TBD,20161230,20.82,20.82,20.82,20.82,100,38.80,38.80,38.80,38.80,0,0,0
TBD,20161229,24.41,24.41,24.41,24.41,300,45.50,45.50,45.50,45.50,0,0,0
TBD,20161222,23.88,23.88,23.88,23.87,200,44.50,44.50,44.50,44.50,0,0,0
TBD,20161212,23.61,23.61,23.61,23.61,1000,44.00,44.00,44.00,44.00,0,0,0
TBD,20161208,23.23,23.23,23.23,23.23,200,43.30,43.30,43.30,43.30,63771,0,0
TBD,20161207,23.23,23.34,23.23,23.34,2100,43.30,43.50,43.30,43.50,0,0,0
TBD,20161206,25.96,25.96,25.96,25.97,1000,48.40,48.40,48.40,48.40,0,0,0
TBD,20161205,19.69,25.48,19.69,25.48,200,36.70,47.50,36.70,47.50,0,0,0
TBD,20161201,23.07,23.12,23.07,23.12,2900,43.00,43.10,43.00,43.10,0,0,0
TBD,20161122,23.07,24.95,23.07,24.95,3100,43.00,46.50,43.00,46.50,0,0,0
TBD,20161121,26.18,26.18,26.18,26.18,700,48.80,48.80,48.80,48.80,0,0,0
TBD,20161118,22.80,22.80,22.80,22.80,400,42.50,42.50,42.50,42.50,0,0,0
TBD,20161116,23.87,26.77,23.87,26.77,1200,44.50,49.90,44.50,49.90,0,0,0
TBD,20161115,27.36,27.36,27.36,27.36,100,51.00,51.00,51.00,51.00,35,0,0
TBD,20161114,28.97,28.97,28.97,28.97,100,54.00,54.00,54.00,54.00,45,0,0
TBD,20161111,25.91,25.91,25.91,25.91,100,48.30,48.30,48.30,48.30,0,0,0
TBD,20161104,22.64,22.64,22.64,22.64,500,42.20,42.20,42.20,42.20,0,0,0
TBD,20161103,22.59,22.59,22.54,22.53,300,42.10,42.10,42.00,42.00,0,0,0
TBD,20161101,25.21,25.91,25.21,25.91,5000,47.00,48.30,47.00,48.30,0,0,0
TBD,20161027,22.53,22.53,22.53,22.53,600,42.00,42.00,42.00,42.00,0,0,0
TBD,20161026,22.05,22.05,22.05,22.05,500,41.10,41.10,41.10,41.10,0,0,0
TBD,20161025,19.21,19.21,19.21,19.21,100,35.80,35.80,35.80,35.80,0,0,0
TBD,20161024,22.42,22.42,22.42,22.43,200,41.80,41.80,41.80,41.80,0,0,0
TBD,20161021,22.42,22.53,22.42,22.53,8500,41.80,42.00,41.80,42.00,0,0,0
TBD,20161020,22.53,22.53,22.53,22.53,100,42.00,42.00,42.00,42.00,0,0,0
TBD,20161019,22.53,22.53,22.37,22.37,1200,42.00,42.00,41.70,41.70,0,0,0
TBD,20161018,25.11,25.11,25.11,25.11,1000,46.80,46.80,46.80,46.80,0,0,0
TBD,20161017,29.51,29.51,29.51,29.51,100,55.00,55.00,55.00,55.00,0,0,0
TBD,20161010,32.36,32.36,32.36,32.35,100,60.30,60.30,60.30,60.30,0,0,0
TBD,20161007,28.17,28.17,28.17,28.17,100,52.50,52.50,52.50,52.50,0,0,0
TBD,20161006,23.34,25.70,23.34,25.70,200,43.50,47.90,43.50,47.90,0,0,0
TBD,20161005,22.37,22.37,22.37,22.37,3400,41.70,41.70,41.70,41.70,0,0,0
TBD,20161004,22.37,22.75,22.37,22.75,2000,41.70,42.40,41.70,42.40,0,0,0
TBD,20161003,22.37,22.37,22.37,22.37,3300,41.70,41.70,41.70,41.70,0,0,0
TBD,20160930,19.69,22.54,19.69,22.53,1600,36.70,42.00,36.70,42.00,0,0,0
TBD,20160929,19.64,19.64,19.64,19.64,10,36.60,36.60,36.60,36.60,0,0,0
TBD,20160928,19.64,19.64,19.64,19.64,141,36.60,36.60,36.60,36.60,0,0,0
TBD,20160927,23.07,23.07,23.07,23.07,10,43.00,43.00,43.00,43.00,2070,0,0
TBD,20160922,23.08,23.08,23.08,23.07,100,43.00,43.00,43.00,43.00,0,0,0
TBD,20160920,22.37,22.37,18.94,18.94,345,41.70,41.70,35.30,35.30,0,0,0
TBD,20160916,22.05,22.05,22.05,22.05,1000,41.10,41.10,41.10,41.10,0,0,0
TBD,20160915,22.05,22.05,22.05,22.05,900,41.10,41.10,41.10,41.10,0,0,0
TBD,20160824,22.05,22.05,22.05,22.05,100,41.10,41.10,41.10,41.10,0,0,0
TBD,20160823,22.05,22.05,22.05,22.05,200,41.10,41.10,41.10,41.10,0,0,0
TBD,20160819,19.20,19.20,19.20,19.21,100,35.80,35.80,35.80,35.80,0,0,0
TBD,20160818,22.53,22.53,22.53,22.53,10,42.00,42.00,42.00,42.00,0,0,0
TBD,20160811,22.53,22.53,22.53,22.53,100,42.00,42.00,42.00,42.00,0,0,0
TBD,20160809,22.48,22.48,22.48,22.48,100,41.90,41.90,41.90,41.90,0,0,0
TBD,20160729,19.58,19.58,19.58,19.58,100,36.50,36.50,36.50,36.50,0,0,0
TBD,20160727,22.80,22.80,22.80,22.80,400,42.50,42.50,42.50,42.50,0,0,0
TBD,20160726,22.80,22.80,22.80,22.80,100,42.50,42.50,42.50,42.50,0,0,0
TBD,20160713,26.83,26.83,26.83,26.82,100,50.00,50.00,50.00,50.00,0,0,0
TBD,20160711,23.33,23.33,23.33,23.34,2000,43.50,43.50,43.50,43.50,0,0,0
TBD,20160704,22.10,22.10,22.10,22.10,1100,41.20,41.20,41.20,41.20,0,0,0
TBD,20160630,19.32,19.32,19.32,19.31,100,36.00,36.00,36.00,36.00,0,0,0
TBD,20160629,18.19,18.19,18.19,18.19,1000,33.90,33.90,33.90,33.90,0,0,0
TBD,20160628,15.83,15.83,15.83,15.83,100,29.50,29.50,29.50,29.50,0,0,0
TBD,20160627,15.03,18.84,15.03,18.83,200,28.00,35.10,28.00,35.10,0,0,0
TBD,20160621,17.43,17.43,17.43,17.44,100,32.50,32.50,32.50,32.50,0,0,0
TBD,20160617,18.99,19.26,18.99,19.26,300,35.40,35.90,35.40,35.90,2300,0,0
TBD,20160616,20.39,20.39,20.39,20.39,100,38.00,38.00,38.00,38.00,0,0,0
TBD,20160614,22.41,22.41,22.41,22.43,200,41.80,41.80,41.80,41.80,2300,0,0
TBD,20160613,22.53,22.57,22.28,22.57,5100,62.40,62.50,61.70,62.50,42870,0,0
TBD,20160610,20.77,22.75,20.77,22.71,3100,57.50,63.00,57.50,62.90,0,0,0
TBD,20160609,21.49,21.49,21.49,21.49,200,59.50,59.50,59.50,59.50,0,0,0
TBD,20160608,19.17,21.63,19.17,21.31,6600,53.10,59.90,53.10,59.00,0,0,0
TBD,20160607,21.49,21.67,19.36,19.39,3600,59.50,60.00,53.60,53.70,0,0,0
TBD,20160603,18.81,22.38,18.81,22.39,5900,52.10,62.00,52.10,62.00,0,0,0
TBD,20160530,19.54,23.11,19.54,22.75,20041,54.10,64.00,54.10,63.00,0,0,0
TBD,20160527,22.39,23.11,22.39,23.11,2400,62.00,64.00,62.00,64.00,0,0,0
TBD,20160526,20.54,20.54,20.54,20.55,100,56.90,56.90,56.90,56.90,0,0,0
TBD,20160524,18.81,21.63,18.78,21.31,8200,52.10,59.90,52.00,59.00,0,0,0
TBD,20160523,19.40,19.40,19.40,19.39,100,53.70,53.70,53.70,53.70,0,0,0
TBD,20160520,18.85,19.36,18.85,19.36,2400,52.20,53.60,52.20,53.60,0,0,0
TBD,20160519,18.96,18.96,18.96,18.96,4000,52.50,52.50,52.50,52.50,0,0,0
TBD,20160518,21.99,21.99,19.43,19.43,9100,60.90,60.90,53.80,53.80,0,0,0
TBD,20160517,18.81,21.59,18.81,19.32,5841,52.10,59.80,52.10,53.50,0,0,0
TBD,20160512,18.67,21.63,18.59,19.32,13300,51.70,59.90,51.50,53.50,0,0,0
TBD,20160509,19.17,21.12,19.17,19.36,17000,53.10,58.50,53.10,53.60,0,0,0
TBD,20160505,21.05,21.05,21.05,21.05,100,58.30,58.30,58.30,58.30,0,0,0
TBD,20160504,18.59,21.63,18.41,21.63,8400,51.50,59.90,51.00,59.90,0,0,0
TBD,20160429,21.59,21.59,21.59,21.59,100,59.80,59.80,59.80,59.80,0,0,0
TBD,20160428,19.68,19.68,19.68,19.68,1100,54.50,54.50,54.50,54.50,0,0,0
TBD,20160427,19.89,19.89,19.89,19.90,5,55.10,55.10,55.10,55.10,0,0,0
TBD,20160426,21.66,21.66,18.95,19.17,13727,60.00,60.00,52.50,53.10,0,0,0
TBD,20160425,22.02,22.02,18.59,21.59,6600,61.00,61.00,51.50,59.80,0,0,0
TBD,20160422,20.58,20.94,20.58,20.94,7700,57.00,58.00,57.00,58.00,0,0,0
TBD,20160421,19.21,19.21,19.21,19.21,1500,53.20,53.20,53.20,53.20,0,0,0
TBD,20160420,17.88,20.77,17.88,20.76,9000,49.50,57.50,49.50,57.50,0,0,0
TBD,20160419,18.95,18.95,18.95,18.96,100,52.50,52.50,52.50,52.50,0,0,0
TBD,20160415,19.97,21.41,19.97,21.41,3600,55.30,59.30,55.30,59.30,0,0,0
TBD,20160414,19.96,19.96,19.96,19.97,100,55.30,55.30,55.30,55.30,0,0,0
TBD,20160413,17.69,17.69,17.69,17.69,100,49.00,49.00,49.00,49.00,0,0,0
TBD,20160412,17.70,17.70,17.70,17.69,100,49.00,49.00,49.00,49.00,61,0,0
TBD,20160411,21.48,21.48,19.14,21.49,9200,59.50,59.50,53.00,59.50,39,0,0
TBD,20160407,19.14,21.48,19.14,21.49,6067,53.00,59.50,53.00,59.50,0,0,0
TBD,20160406,19.75,19.75,19.75,19.75,3200,54.70,54.70,54.70,54.70,0,0,0
TBD,20160404,17.19,17.19,17.19,17.19,100,47.60,47.60,47.60,47.60,0,0,0
TBD,20160401,19.93,19.93,19.86,19.86,10800,55.20,55.20,55.00,55.00,0,0,0
TBD,20160331,17.33,17.33,17.33,17.33,100,48.00,48.00,48.00,48.00,0,0,0
TBD,20160330,19.14,19.93,19.14,19.93,8600,53.00,55.20,53.00,55.20,0,0,0
TBD,20160329,17.33,17.33,17.33,17.33,200,48.00,48.00,48.00,48.00,0,0,0
TBD,20160328,19.11,20.23,19.11,20.22,9800,52.90,56.00,52.90,56.00,0,0,0
TBD,20160325,16.61,18.05,16.61,18.06,300,46.00,50.00,46.00,50.00,0,0,0
TBD,20160324,16.61,19.86,16.61,19.86,7900,46.00,55.00,46.00,55.00,0,0,0
TBD,20160323,16.65,19.86,16.54,19.86,4900,46.10,55.00,45.80,55.00,0,0,0
TBD,20160322,15.71,19.50,15.71,19.50,5000,43.50,54.00,43.50,54.00,0,0,0
TBD,20160321,16.97,16.97,16.97,16.97,200,47.00,47.00,47.00,47.00,0,0,0
TBD,20160318,17.69,17.69,17.69,17.69,681,49.00,49.00,49.00,49.00,0,0,0
TBD,20160316,19.32,21.12,19.32,21.12,8900,53.50,58.50,53.50,58.50,83,0,0
TBD,20160315,19.50,19.50,18.67,19.46,20000,54.00,54.00,51.70,53.90,0,0,0
TBD,20160311,17.65,19.50,17.65,19.50,35100,48.90,54.00,48.90,54.00,0,0,0
TBD,20160309,17.70,17.80,17.70,17.80,5500,49.00,49.30,49.00,49.30,0,0,0
TBD,20160308,14.84,16.35,14.80,16.36,4800,41.10,45.30,41.00,45.30,0,0,0
TBD,20160307,14.73,14.73,14.73,14.73,11,40.80,40.80,40.80,40.80,0,0,0
TBD,20160303,14.81,14.81,14.09,14.08,2800,41.00,41.00,39.00,39.00,0,0,0
TBD,20160302,16.46,16.46,16.46,16.47,100,45.60,45.60,45.60,45.60,0,0,0
TBD,20160301,14.84,14.84,14.56,14.55,4200,41.10,41.10,40.30,40.30,0,0,0
TBD,20160226,17.11,17.11,17.11,17.12,100,47.40,47.40,47.40,47.40,0,0,0
TBD,20160224,15.02,15.02,15.02,15.02,1100,41.60,41.60,41.60,41.60,0,0,0
TBD,20160223,15.53,15.53,15.53,15.53,100,43.00,43.00,43.00,43.00,0,0,0
TBD,20160219,17.16,17.16,17.16,17.15,100,47.50,47.50,47.50,47.50,0,0,0
TBD,20160218,15.17,15.17,15.17,15.17,20,42.00,42.00,42.00,42.00,0,0,0
TBD,20160217,15.16,15.16,15.16,15.17,100,42.00,42.00,42.00,42.00,0,0,0
TBD,20160216,16.97,16.97,16.97,16.97,100,47.00,47.00,47.00,47.00,0,0,0
TBD,20160205,19.50,19.50,19.50,19.50,100,54.00,54.00,54.00,54.00,0,0,0
TBD,20160203,17.80,18.45,17.80,18.45,6282,49.30,51.10,49.30,51.10,0,0,0
TBD,20160202,15.53,18.96,15.53,15.92,14000,43.00,52.50,43.00,44.10,0,0,0
TBD,20160201,15.89,18.96,15.89,15.89,14600,44.00,52.50,44.00,44.00,0,0,0
TBD,20160129,16.61,17.80,16.61,16.61,2200,46.00,49.30,46.00,46.00,0,0,0
TBD,20160128,15.34,19.10,15.34,15.92,28300,42.50,52.90,42.50,44.10,98,0,0
TBD,20160127,17.51,17.62,15.16,15.56,22500,48.50,48.80,42.00,43.10,0,0,0
TBD,20160126,17.88,17.88,14.81,17.33,10500,49.50,49.50,41.00,48.00,0,0,0
TBD,20160125,16.79,17.70,14.81,16.11,20600,46.50,49.00,41.00,44.60,0,0,0
TBD,20160122,17.15,17.51,14.48,14.88,46100,47.50,48.50,40.10,41.20,0,0,0
TBD,20160121,14.63,17.16,14.45,14.84,10500,40.50,47.50,40.00,41.10,0,0,0
TBD,20160120,15.16,17.33,14.44,14.88,21800,42.00,48.00,40.00,41.20,0,0,0
TBD,20160119,16.07,17.15,14.66,16.32,26000,44.50,47.50,40.60,45.20,0,0,0
TBD,20160118,15.06,17.16,15.03,15.06,13100,41.70,47.50,41.60,41.70,0,0,0
TBD,20160115,15.89,16.29,14.27,16.29,19300,44.00,45.10,39.50,45.10,0,0,0
TBD,20160114,14.12,14.80,14.08,14.81,6600,39.10,41.00,39.00,41.00,0,0,0
TBD,20160113,15.60,16.97,14.08,16.97,42900,43.20,47.00,39.00,47.00,0,0,0
TBD,20160112,15.17,15.71,15.17,15.71,9000,42.00,43.50,42.00,43.50,0,0,0
TBD,20160111,13.72,16.54,13.72,16.54,18700,38.00,45.80,38.00,45.80,0,0,0
TBD,20160108,14.80,14.80,13.72,13.72,17000,41.00,41.00,38.00,38.00,0,0,0
TBD,20160106,14.44,14.44,14.44,14.44,500,40.00,40.00,40.00,40.00,0,0,0
TBD,20160105,13.73,14.45,13.73,14.44,3000,38.00,40.00,38.00,40.00,0,0,0
TBD,20151231,13.40,13.40,13.40,13.40,500,37.10,37.10,37.10,37.10,0,0,0
TBD,20151230,13.18,13.18,13.18,13.18,1000,36.50,36.50,36.50,36.50,0,0,0
TBD,20151229,13.04,13.04,13.04,13.04,1000,36.10,36.10,36.10,36.10,0,0,0
TBD,20151228,12.46,12.46,12.46,12.46,300,34.50,34.50,34.50,34.50,0,0,0
TBD,20151223,10.11,12.78,10.11,12.78,200,28.00,35.40,28.00,35.40,0,0,0
TBD,20151222,10.47,14.12,10.47,10.87,1100,29.00,39.10,29.00,30.10,0,0,0
TBD,20151221,12.27,12.27,12.27,12.28,100,34.00,34.00,34.00,34.00,0,0,0
TBD,20151218,14.44,14.44,14.44,14.44,3700,40.00,40.00,40.00,40.00,0,0,0
TBD,20151217,15.16,15.70,14.37,14.44,25600,42.00,43.50,39.80,40.00,0,0,0
TBD,20151216,14.26,15.17,14.26,14.44,13400,39.50,42.00,39.50,40.00,0,0,0
TBD,20151215,15.17,15.17,14.30,14.30,10400,42.00,42.00,39.60,39.60,0,0,0
TBD,20151214,14.08,15.52,14.08,14.30,10000,39.00,43.00,39.00,39.60,0,0,0
TBD,20151211,14.81,15.17,14.09,14.08,9000,41.00,42.00,39.00,39.00,0,0,0
TBD,20151210,14.44,14.80,14.44,14.81,3900,40.00,41.00,40.00,41.00,0,0,0
TBD,20151208,14.44,14.44,14.44,14.44,1000,40.00,40.00,40.00,40.00,0,0,0
TBD,20151207,14.45,14.45,14.08,14.44,6400,40.00,40.00,39.00,40.00,0,0,0
TBD,20151204,14.26,14.80,14.08,14.12,12200,39.50,41.00,39.00,39.10,0,0,0
TBD,20151203,14.15,14.37,13.90,13.90,13800,39.20,39.80,38.50,38.50,0,0,0
TBD,20151202,13.18,14.37,11.74,14.08,13400,36.50,39.80,32.50,39.00,0,0,0
TBD,20151201,13.00,13.00,13.00,13.00,1000,36.00,36.00,36.00,36.00,0,0,0
TBD,20151130,12.45,13.43,12.45,13.43,1500,34.50,37.20,34.50,37.20,0,0,0
TBD,20151127,12.31,12.31,12.31,12.31,100,34.10,34.10,34.10,34.10,0,0,0
TBD,20151125,11.70,11.70,11.70,11.70,1000,32.40,32.40,32.40,32.40,0,0,0
TBD,20151123,10.18,10.18,10.18,10.18,100,28.20,28.20,28.20,28.20,0,0,0
TBD,20151120,11.77,11.77,11.77,11.77,100,32.60,32.60,32.60,32.60,0,0,0
TBD,20151119,13.00,13.00,13.00,13.00,3700,36.00,36.00,36.00,36.00,0,0,0
TBD,20151118,14.41,14.41,13.72,13.72,14900,39.90,39.90,38.00,38.00,0,0,0
TBD,20151117,14.09,14.38,13.72,14.37,9300,39.00,39.80,38.00,39.80,0,0,0
TBD,20151116,13.72,14.04,13.72,14.05,8000,38.00,38.90,38.00,38.90,0,0,0
TBD,20151113,13.29,13.72,13.29,13.72,16500,36.80,38.00,36.80,38.00,0,0,0
TBD,20151112,12.64,13.72,12.64,13.72,5000,35.00,38.00,35.00,38.00,0,0,0
TBD,20151110,13.72,13.72,13.72,13.72,100,38.00,38.00,38.00,38.00,0,0,0
TBD,20151109,12.54,12.54,12.54,12.53,100,34.70,34.70,34.70,34.70,0,0,0
TBD,20151105,10.91,10.91,10.91,10.91,100,30.20,30.20,30.20,30.20,0,0,0
TBD,20151102,9.50,9.50,9.50,9.50,200,26.30,26.30,26.30,26.30,0,0,0
TBD,20151030,8.27,8.27,8.27,8.27,200,22.90,22.90,22.90,22.90,0,0,0
TBD,20151029,8.67,11.42,8.67,11.41,300,24.00,31.60,24.00,31.60,0,0,0
TBD,20151028,8.52,10.44,8.52,10.44,7400,23.60,28.90,23.60,28.90,0,0,0
TBD,20151027,7.59,10.15,7.59,10.15,2200,21.00,28.10,21.00,28.10,0,0,0
TBD,20151023,9.61,9.61,7.98,7.98,1900,26.60,26.60,22.10,22.10,0,0,0
TBD,20151022,8.37,8.37,8.37,8.38,100,23.20,23.20,23.20,23.20,0,0,0
TBD,20151020,7.30,7.30,7.30,7.29,1700,20.20,20.20,20.20,20.20,0,0,0
TBD,20151014,7.26,7.26,7.26,7.26,1700,20.10,20.10,20.10,20.10,0,0,0
TBD,20151013,7.58,7.58,7.58,7.58,100,21.00,21.00,21.00,21.00,0,0,0
TBD,20151008,8.74,8.74,8.74,8.74,100,24.20,24.20,24.20,24.20,0,0,0
TBD,20150928,7.62,7.62,7.62,7.62,200,21.10,21.10,21.10,21.10,0,0,0
TBD,20150925,8.37,8.37,8.37,8.38,400,23.20,23.20,23.20,23.20,0,0,0
TBD,20150921,7.30,7.30,7.30,7.29,1,20.20,20.20,20.20,20.20,0,0,0
TBD,20150918,8.30,8.30,7.08,7.08,600,23.00,23.00,19.60,19.60,0,0,0
TBD,20150917,8.05,8.05,7.04,7.04,600,22.30,22.30,19.50,19.50,0,0,0
TBD,20150916,8.30,8.30,6.68,6.68,500,23.00,23.00,18.50,18.50,0,0,0
TBD,20150914,7.22,7.22,7.22,7.22,1,20.00,20.00,20.00,20.00,0,0,0
TBD,20150908,7.04,9.13,7.04,9.14,2500,19.50,25.30,19.50,25.30,0,0,0
TBD,20150907,7.95,7.95,7.95,7.94,800,22.00,22.00,22.00,22.00,0,0,0
TBD,20150904,8.05,10.83,8.01,8.31,2400,22.30,30.00,22.20,23.00,0,0,0
TBD,20150903,7.94,10.62,7.94,8.70,6910,22.00,29.40,22.00,24.10,0,0,0
TBD,20150901,10.40,10.40,7.84,10.40,7000,28.80,28.80,21.70,28.80,0,0,0
TBD,20150831,10.04,10.04,7.47,10.04,4200,27.80,27.80,20.70,27.80,0,0,0
TBD,20150828,9.64,9.64,7.22,9.64,2700,26.70,26.70,20.00,26.70,0,0,0
TBD,20150827,8.41,8.41,8.41,8.41,100,23.30,23.30,23.30,23.30,0,0,0
TBD,20150826,7.33,7.33,7.33,7.33,200,20.30,20.30,20.30,20.30,0,0,0
TBD,20150825,6.39,6.39,6.39,6.39,100,17.70,17.70,17.70,17.70,0,0,0
TBD,20150824,6.93,6.93,6.93,6.93,500,19.20,19.20,19.20,19.20,0,0,0
TBD,20150810,6.93,6.93,6.93,6.93,100,19.20,19.20,19.20,19.20,0,0,0
TBD,20150727,7.08,8.38,7.08,8.38,1200,19.60,23.20,19.60,23.20,0,0,0
TBD,20150724,7.08,8.30,7.08,8.31,1100,19.60,23.00,19.60,23.00,0,0,0
TBD,20150721,7.23,7.23,7.23,7.22,900,20.00,20.00,20.00,20.00,0,0,0
TBD,20150720,7.25,9.13,7.25,9.14,2100,20.10,25.30,20.10,25.30,0,0,0
TBD,20150717,7.94,7.94,7.94,7.94,100,22.00,22.00,22.00,22.00,0,0,0
TBD,20150715,7.19,8.53,7.19,7.19,1200,21.40,25.40,21.40,21.40,0,0,0
TBD,20150714,7.26,8.87,7.26,8.87,1000,21.60,26.40,21.60,26.40,0,0,0
TBD,20150713,7.74,7.74,7.74,7.73,100,23.00,23.00,23.00,23.00,0,0,0
TBD,20150710,6.76,6.76,6.76,6.76,100,20.10,20.10,20.10,20.10,0,0,0
TBD,20150701,7.23,7.23,7.23,7.23,100,21.50,21.50,21.50,21.50,0,0,0
TBD,20150630,8.24,8.24,8.24,8.24,100,24.50,24.50,24.50,24.50,0,0,0
TBD,20150629,9.08,9.08,9.08,9.08,100,27.00,27.00,27.00,27.00,0,0,0
TBD,20150626,9.74,9.74,9.74,9.75,100,29.00,29.00,29.00,29.00,0,0,0
TBD,20150625,10.46,10.46,10.46,10.45,100,31.10,31.10,31.10,31.10,0,0,0
TBD,20150618,11.63,11.63,11.60,11.60,7000,34.60,34.60,34.50,34.50,0,0,0
TBD,20150616,11.80,11.93,11.76,11.93,8600,35.10,35.50,35.00,35.50,0,0,0
TBD,20150615,11.79,11.93,11.79,11.93,6400,35.10,35.50,35.10,35.50,0,0,0
TBD,20150612,11.63,11.77,11.63,11.76,11100,34.60,35.00,34.60,35.00,0,0,0
TBD,20150611,11.50,11.60,11.50,11.60,2700,34.20,34.50,34.20,34.50,0,0,0
TBD,20150610,11.46,11.46,11.43,11.43,7000,34.10,34.10,34.00,34.00,0,0,0
TBD,20150609,11.56,11.56,11.56,11.56,5000,34.40,34.40,34.40,34.40,0,0,0
TBD,20150608,11.46,11.46,11.43,11.43,11400,34.10,34.10,34.00,34.00,0,0,0
TBD,20150604,12.10,12.10,11.43,11.43,7200,36.00,36.00,34.00,34.00,0,0,0
TBD,20150603,11.60,11.60,11.60,11.60,11000,34.50,34.50,34.50,34.50,0,0,0
TBD,20150602,11.60,11.60,11.60,11.60,5100,34.50,34.50,34.50,34.50,0,0,0
TBD,20150601,11.60,11.60,11.60,11.60,2000,34.50,34.50,34.50,34.50,0,0,0
TBD,20150529,11.43,11.43,11.43,11.43,7500,34.00,34.00,34.00,34.00,0,0,0
